AID	role	content	content_segmented	number	songtablet	action	book
919	NULL	姻緣不願心不諧	姻緣/不/願/心/不/諧	9.078	NULL	NULL	荔鏡記--嘉靖
920	NULL	十二巫山雲霧暗	十/二/巫/山/雲霧/暗	9.079	NULL	NULL	荔鏡記--嘉靖
921	NULL	楚王枉屈夢陽臺	楚/王/枉屈/夢/陽/臺	9.08	NULL	NULL	荔鏡記--嘉靖
922	NULL	驛丞伺接	驛/丞伺/接	10	NULL	第十出	荔鏡記--嘉靖
923	末	正是：在家富貴，出路艱難	正是/：/在/家/富貴/，/出路/艱難	10.001	NULL	NULL	荔鏡記--嘉靖
924	NULL	今旦大人到廣南城赴任	今/旦/大人/到/廣/南/城/赴任	10.002	NULL	NULL	荔鏡記--嘉靖
925	NULL	說都未了	說/都/未了	10.003	NULL	NULL	荔鏡記--嘉靖
926	NULL	大人來到	大人/來到	10.004	NULL	NULL	荔鏡記--嘉靖
927	外唱	今旦出路逢春天	今/旦/出路/逢/春天	10.005	卒錦富	唱介	荔鏡記--嘉靖
928	NULL	花紅柳綠真可吝	花/紅/柳/綠/真/可/吝	10.006	NULL	NULL	荔鏡記--嘉靖
929	NULL	猿啼鳥叫櫒人心悲	猿/啼/鳥/叫/櫒/人心/悲	10.007	NULL	NULL	荔鏡記--嘉靖
930	NULL	去到廣南即歡喜	去/到/廣/南/即/歡喜	10.008	NULL	NULL	荔鏡記--嘉靖
931	生上	跋涉崎嶇來到只	跋涉/崎/嶇/來到/只	10.009	NULL	NULL	荔鏡記--嘉靖
932	NULL	一路那是人迎接	一路/那/是/人/迎接	10.01	NULL	NULL	荔鏡記--嘉靖
933	NULL	見說廣南遠如天	見/說/廣/南/遠/如/天	10.011	NULL	NULL	荔鏡記--嘉靖
934	NULL	一里過了又一里	一/里/過/了/又/一/里	10.012	NULL	NULL	荔鏡記--嘉靖
935	NULL	我做驛官甚艱難	我/做/驛/官/甚/艱難	10.013	卒地當	丑扮驛丞	荔鏡記--嘉靖
936	NULL	點閘夫馬掃驛房	點/閘/夫/馬/掃/驛/房	10.014	NULL	NULL	荔鏡記--嘉靖
937	NULL	緊緊來去接大人	緊緊/來去/接/大人	10.015	NULL	NULL	荔鏡記--嘉靖
938	NULL	走得我辛苦，氣都喘	走/得/我/辛苦/，/氣/都/喘	10.016	NULL	NULL	荔鏡記--嘉靖
939	NULL	RRRR	RRRR	10.017	NULL	NULL	荔鏡記--嘉靖
940	NULL	驛丞接老爹	驛/丞/接/老爹	10.018	NULL	見介	荔鏡記--嘉靖
941	外	你是那一驛	你/是/那/一/驛	10.019	NULL	NULL	荔鏡記--嘉靖
942	丑	小驛丞是塗山驛	小/驛/丞/是/塗/山/驛	10.02	NULL	NULL	荔鏡記--嘉靖
943	外	塗山驛到這裡有幾多路	塗/山/驛/到/這/裡/有/幾/多/路	10.021	NULL	NULL	荔鏡記--嘉靖
944	丑	到這裡有二十里路	到/這/裡/有/二/十/里/路	10.022	NULL	NULL	荔鏡記--嘉靖
945	外	怎麼近接我	怎/麼/近/接/我	10.023	NULL	NULL	荔鏡記--嘉靖
946	丑	小的年老了	小/的/年老/了	10.024	NULL	NULL	荔鏡記--嘉靖
947	NULL	趕路不上	趕路/不/上	10.025	NULL	NULL	荔鏡記--嘉靖
948	NULL	望老爹赦罪	望/老爹/赦罪	10.026	NULL	NULL	荔鏡記--嘉靖
949	外	見是老了	見/是/老/了	10.027	NULL	NULL	荔鏡記--嘉靖
950	NULL	怎麼不回去	怎/麼/不/回/去	10.028	NULL	NULL	荔鏡記--嘉靖
951	NULL	好打	好/打	10.029	NULL	NULL	荔鏡記--嘉靖
952	丑	不敢	不/敢	10.03	NULL	NULL	荔鏡記--嘉靖
953	外	饒你罷	饒/你/罷	10.031	NULL	NULL	荔鏡記--嘉靖
954	NULL	快討大馬	快/討/大/馬	10.032	NULL	NULL	荔鏡記--嘉靖
955	NULL	我明日清晨就要起身	我/明/日/清/晨/就/要/起身	10.033	NULL	NULL	荔鏡記--嘉靖
956	NULL	遠看山頭日漸傾	遠/看/山頭/日/漸/傾	10.034	NULL	NULL	荔鏡記--嘉靖
957	NULL	趕馬起步到遙亭	趕/馬/起步/到/遙/亭	10.035	NULL	NULL	荔鏡記--嘉靖
958	NULL	金杯美酒消愁悶	金/杯/美酒/消/愁/悶	10.036	NULL	NULL	荔鏡記--嘉靖
959	NULL	管取明朝到廣城	管/取/明朝/到/廣/城	10.037	NULL	NULL	荔鏡記--嘉靖
960	NULL	李婆求親	李/婆/求/親	11	NULL	第十一出	荔鏡記--嘉靖
961	外唱	光陰相催緊如箭	光陰/相/催/緊/如/箭	11.001	菊花新	NULL	荔鏡記--嘉靖
962	NULL	一年一度也易見	一/年/一/度/也/易/見	11.002	NULL	NULL	荔鏡記--嘉靖
963	NULL	添得我老人白鬢邊	添/得/我/老人/白/鬢邊	11.003	NULL	NULL	荔鏡記--嘉靖
964	NULL	並無男嗣	並無/男/嗣	11.004	NULL	NULL	荔鏡記--嘉靖
965	NULL	卜怙誰人奉侍	卜/怙/誰/人/奉/侍	11.005	NULL	NULL	荔鏡記--嘉靖
966	NULL	金井梧桐葉落枝	金/井/梧桐/葉/落/枝	11.006	NULL	NULL	荔鏡記--嘉靖
967	NULL	返頭不覺又一年	返頭/不覺/又/一/年	11.007	NULL	NULL	荔鏡記--嘉靖
968	NULL	幸遇新春好時節	幸/遇/新春/好/時節	11.008	NULL	NULL	荔鏡記--嘉靖
969	NULL	玉樓人醉杏花天	玉/樓/人/醉/杏/花/天	11.009	NULL	NULL	荔鏡記--嘉靖
970	NULL	老夫姓黃，名忠志	老夫/姓/黃/，/名/忠/志	11.01	NULL	NULL	荔鏡記--嘉靖
971	NULL	謝天安樂	謝/天/安樂	11.011	NULL	NULL	荔鏡記--嘉靖
972	NULL	另是可惜無男嗣	另/是/可惜/無/男/嗣	11.012	NULL	NULL	荔鏡記--嘉靖
973	NULL	單養一孜娘仔	單/養/一/孜/娘仔	11.013	NULL	NULL	荔鏡記--嘉靖
974	NULL	名叫五娘	名叫/五娘	11.014	NULL	NULL	荔鏡記--嘉靖
975	NULL	性格溫柔	性格/溫柔	11.015	NULL	NULL	荔鏡記--嘉靖
976	NULL	未曾對親	未曾/對親	11.016	NULL	NULL	荔鏡記--嘉靖
977	NULL	多少郎君卜求	多少/郎君/卜/求	11.017	NULL	NULL	荔鏡記--嘉靖
978	NULL	我只心中都不願	我/只/心/中/都/不/願	11.018	NULL	NULL	荔鏡記--嘉靖
979	NULL	那愛一仔婿有志氣	那/愛/一/仔/婿/有志/氣	11.019	NULL	NULL	荔鏡記--嘉靖
980	NULL	合我个心意	合/我/个/心意	11.02	NULL	NULL	荔鏡記--嘉靖
981	丑上	當初十七八歲	當初/十/七/八/歲	11.021	NULL	NULL	荔鏡記--嘉靖
982	NULL	頭上縛二个鬢袋	頭/上/縛/二/个/鬢/袋	11.022	NULL	NULL	荔鏡記--嘉靖
983	NULL	多少人問我乞生月	多少/人/問/我/乞/生月	11.023	NULL	NULL	荔鏡記--嘉靖
984	NULL	我揀選卜著處	我/揀選/卜/著/處	11.024	NULL	NULL	荔鏡記--嘉靖
985	NULL	今老來無理會	今/老來/無/理/會	11.025	NULL	NULL	荔鏡記--嘉靖
986	NULL	人見我一面，親像西瓜皮	人/見/我/一面/，/親像/西瓜/皮	11.026	NULL	NULL	荔鏡記--嘉靖
987	NULL	只處正是九郎門前	只/處/正是/九/郎/門/前	11.027	NULL	三合笑介	荔鏡記--嘉靖
988	NULL	九郎公萬福	九/郎/公/萬福	11.028	NULL	相見介	荔鏡記--嘉靖
989	外	李嫂，來貴幹	李/嫂/，/來/貴/幹	11.029	NULL	NULL	荔鏡記--嘉靖
990	丑	婆仔無事不上高門	婆仔/無/事/不/上/高門	11.03	NULL	NULL	荔鏡記--嘉靖
991	NULL	那因西街林大爹	那/因/西/街/林/大/爹	11.031	NULL	NULL	荔鏡記--嘉靖
992	NULL	托婆仔來乞五娘仔親情	托/婆仔/來/乞/五娘/仔/親情	11.032	NULL	NULL	荔鏡記--嘉靖
993	NULL	不知九郎公你可准呵不	不/知/九/郎/公/你/可/准/呵/不	11.033	NULL	NULL	荔鏡記--嘉靖
994	外	另是西街林大官厝	另/是/西/街/林/大官/厝	11.034	NULL	NULL	荔鏡記--嘉靖
995	NULL	只人也是有名个人	只/人/也是/有名/个/人	11.035	NULL	NULL	荔鏡記--嘉靖
996	NULL	未知是值枝頭	未知/是/值/枝/頭	11.036	NULL	NULL	荔鏡記--嘉靖
997	丑	另卜問枝頭	另/卜/問/枝/頭	11.037	NULL	NULL	荔鏡記--嘉靖
998	NULL	婆仔都不曉得	婆仔/都/不/曉/得	11.038	NULL	NULL	荔鏡記--嘉靖
999	NULL	另是許富，富R个	另/是/許/富/，/富/R/个	11.039	NULL	NULL	荔鏡記--嘉靖
1000	外	古人說得好	古/人/說/得/好	11.04	NULL	NULL	荔鏡記--嘉靖
1001	NULL	當田買地是一時	當/田/買/地/是/一時	11.041	NULL	NULL	荔鏡記--嘉靖
1002	NULL	現ㄙ嫁婿是一世	現/ㄙ/嫁/婿/是/一世	11.042	NULL	NULL	荔鏡記--嘉靖
1003	NULL	也著合婚算命	也著/合婚/算命	11.043	NULL	NULL	荔鏡記--嘉靖
1004	NULL	另好便乞伊	另/好/便/乞/伊	11.044	NULL	NULL	荔鏡記--嘉靖
1005	丑	整事算命、合婚	整/事/算命/、/合婚	11.045	NULL	NULL	荔鏡記--嘉靖
1006	NULL	死ㄙ改婿	死/ㄙ/改/婿	11.046	NULL	NULL	荔鏡記--嘉靖
1007	NULL	相叫相櫒	相/叫/相/櫒	11.047	NULL	NULL	荔鏡記--嘉靖
1008	NULL	到老齊眉	到/老/齊眉	11.048	NULL	NULL	荔鏡記--嘉靖
1009	NULL	許看命都白賊	許/看命/都/白賊	11.049	NULL	NULL	荔鏡記--嘉靖
1010	NULL	我許後生時節	我/許/後生/時節	11.05	NULL	NULL	荔鏡記--嘉靖
1011	NULL	人來乞生月	人/來/乞/生月	11.051	NULL	NULL	荔鏡記--嘉靖
1012	NULL	阮母叫卜看命合婚	阮/母/叫/卜/看命/合婚	11.052	NULL	NULL	荔鏡記--嘉靖
1013	NULL	我叫：不使。	我/叫/：/不/使/。	11.053	NULL	NULL	荔鏡記--嘉靖
1014	NULL	好怯是我命，隨我去	好/怯/是/我/命/，/隨/我/去	11.054	NULL	NULL	荔鏡記--嘉靖
1015	NULL	今阮二人今年食五六十歲	今/阮/二/人/今年/食/五/六/十/歲	11.055	NULL	NULL	荔鏡記--嘉靖
1016	NULL	阮公夭句可疼我	阮/公/夭/句/可/疼/我	11.056	NULL	NULL	荔鏡記--嘉靖
1017	NULL	古人說：一斤金不如四兩鉛	古/人/說/：/一/斤/金/不如/四/兩/鉛	11.057	NULL	NULL	荔鏡記--嘉靖
1018	NULL	九郎，許看命都白賊	九/郎/，/許/看命/都/白賊	10.058	NULL	NULL	荔鏡記--嘉靖
1019	外	李婆你聽說	李/婆/你/聽說	11.059	NULL	NULL	荔鏡記--嘉靖
1020	外	男婚女嫁	男婚女嫁	11.06	賞宮花	NULL	荔鏡記--嘉靖
1021	NULL	古人有只例	古/人/有/只/例	11.061	NULL	NULL	荔鏡記--嘉靖
1022	NULL	也卜門戶相當	也/卜/門戶相當	11.062	NULL	NULL	荔鏡記--嘉靖
1023	NULL	郎君有志氣	郎君/有志/氣	11.063	NULL	NULL	荔鏡記--嘉靖
1024	NULL	月老也憑結紅絲	月老/也/憑/結/紅/絲	11.064	NULL	NULL	荔鏡記--嘉靖
1025	NULL	算來注定無差移	算/來/注定/無差/移	11.065	NULL	NULL	荔鏡記--嘉靖
1026	丑	九郎聽說起	九/郎/聽說/起	11.066	NULL	NULL	荔鏡記--嘉靖
1027	NULL	我做媒人有拙時	我/做媒人/有/拙/時	11.067	NULL	NULL	荔鏡記--嘉靖
1028	NULL	說合幾个郎君共子弟	說/合/幾/个/郎君/共/子弟	11.068	NULL	NULL	荔鏡記--嘉靖
1029	NULL	不識花口共花舌	不/識/花/口/共/花/舌	11.069	NULL	NULL	荔鏡記--嘉靖
1030	NULL	二邊相停合體例	二/邊/相/停/合/體/例	11.07	NULL	NULL	荔鏡記--嘉靖
1031	外	來，李嫂。憑你障說	來/，/李/嫂/。/憑/你/障/說	11.071	NULL	NULL	荔鏡記--嘉靖
1032	NULL	生月乞伊去看	生月/乞/伊/去/看	11.072	NULL	NULL	荔鏡記--嘉靖
1033	NULL	R另好	R/另/好	11.073	NULL	NULL	荔鏡記--嘉靖
1034	NULL	揀一好日子	揀/一/好日/子	11.074	NULL	NULL	荔鏡記--嘉靖
1035	NULL	乞伊來擇定	乞/伊/來/擇/定	11.075	NULL	NULL	荔鏡記--嘉靖
1036	丑	正是	正是	11.076	NULL	NULL	荔鏡記--嘉靖
1037	NULL	乞伊去看	乞/伊/去/看	11.077	NULL	NULL	荔鏡記--嘉靖
1038	NULL	自古嫁娶著媒人	自古/嫁娶/著/媒人	11.078	NULL	NULL	荔鏡記--嘉靖
1039	NULL	男婚女嫁卜一同	男婚女嫁/卜/一/同	11.079	NULL	NULL	荔鏡記--嘉靖
1040	NULL	有緣千里終見面	有緣/千/里/終/見面	11.08	NULL	NULL	荔鏡記--嘉靖
1041	NULL	無緣對面不相逢	無緣/對面/不/相逢	11.081	NULL	NULL	荔鏡記--嘉靖
1042	NULL	辭兄歸省	辭/兄/歸/省	12	NULL	第十二出	荔鏡記--嘉靖
1043	生	花酒迷人不知醒	花酒/迷人/不/知/醒	12.001	望吾鄉	NULL	荔鏡記--嘉靖
1044	NULL	夢斷巫山去路迷	夢/斷/巫/山/去路/迷	12.002	NULL	NULL	荔鏡記--嘉靖
1045	NULL	韓壽偷香有情意	韓/壽/偷/香/有情/意	12.003	NULL	NULL	荔鏡記--嘉靖
1046	NULL	君瑞相見在琴邊	君/瑞/相見/在/琴/邊	12.004	NULL	NULL	荔鏡記--嘉靖
1047	NULL	看古人有只例	看/古/人/有/只/例	12.005	NULL	NULL	荔鏡記--嘉靖
1048	NULL	姻緣願乞早團圓	姻緣/願/乞/早/團圓	12.006	NULL	NULL	荔鏡記--嘉靖
1049	NULL	冥日厭厭醉如癡	冥/日/厭/厭/醉/如/癡	12.007	NULL	NULL	荔鏡記--嘉靖
1050	NULL	恰是風前掛酒旗	恰/是/風/前/掛/酒/旗	12.008	NULL	NULL	荔鏡記--嘉靖
1051	NULL	但得相隨返去厝	但/得/相隨/返/去/厝	12.009	NULL	NULL	荔鏡記--嘉靖
1052	NULL	未知姻緣是侢年	未知/姻緣/是/侢/年	12.01	NULL	NULL	荔鏡記--嘉靖
1053	NULL	必卿因送哥嫂到潮州	必/卿/因/送/哥/嫂/到/潮州	12.011	NULL	NULL	荔鏡記--嘉靖
1054	NULL	元宵燈下遇見黃五娘	元宵/燈/下/遇/見/黃/五娘	12.012	NULL	NULL	荔鏡記--嘉靖
1055	NULL	看伊生得如花似錦	看/伊/生/得/如/花/似/錦	12.013	NULL	NULL	荔鏡記--嘉靖
1056	NULL	冥日著伊刈吊	冥/日/著/伊/刈/吊	12.014	NULL	NULL	荔鏡記--嘉靖
1057	NULL	今不免辭除哥嫂	今/不免/辭/除/哥/嫂	12.015	NULL	NULL	荔鏡記--嘉靖
1058	NULL	返去潮州	返/去/潮州	12.016	NULL	NULL	荔鏡記--嘉靖
1059	NULL	看乜路會得入頭相見	看/乜/路/會得/入/頭/相見	12.017	NULL	NULL	荔鏡記--嘉靖
1060	NULL	哥R嫂R請R	哥/R/嫂/R/請/R	12.018	NULL	NULL	荔鏡記--嘉靖
1061	外	廣南實是好景致	廣/南/實/是/好景/致	12.019	掛真兒	NULL	荔鏡記--嘉靖
1062	NULL	看得來稱人心意	看/得來/稱/人心/意	12.02	NULL	NULL	荔鏡記--嘉靖
1063	占上	莫是三叔思鄉里	莫/是/三/叔/思鄉/里	12.021	NULL	NULL	荔鏡記--嘉靖
1064	NULL	眉頭相結	眉/頭/相/結	12.022	NULL	NULL	荔鏡記--嘉靖
1065	NULL	正是因乜	正是/因/乜	12.023	NULL	NULL	荔鏡記--嘉靖
1066	外	來，伯卿	來/，/伯/卿	12.024	NULL	相見介	荔鏡記--嘉靖
1067	NULL	你今旦請阮二人出來	你/今/旦/請/阮/二/人/出來	12.025	NULL	NULL	荔鏡記--嘉靖
1068	NULL	有乜話說	有/乜/話說	12.026	NULL	NULL	荔鏡記--嘉靖
1069	生	好說	好/說	12.027	NULL	NULL	荔鏡記--嘉靖
1070	NULL	哥嫂得知	哥/嫂/得/知	12.028	NULL	NULL	荔鏡記--嘉靖
1071	NULL	小弟自送哥嫂到任所	小弟/自/送/哥/嫂/到/任/所	12.029	NULL	NULL	荔鏡記--嘉靖
1072	NULL	拙久無時不憶著家鄉	拙/久/無/時/不/憶著/家鄉	12.03	NULL	NULL	荔鏡記--嘉靖
1073	NULL	今愛卜辭哥嫂	今/愛/卜/辭/哥/嫂	12.031	NULL	NULL	荔鏡記--嘉靖
1074	NULL	返去伏事爹媽	返/去/伏/事/爹/媽	12.032	NULL	NULL	荔鏡記--嘉靖
1075	NULL	未知哥嫂心中是如何	未知/哥/嫂/心/中/是/如何	12.033	NULL	NULL	荔鏡記--嘉靖
1076	外	好啞	好/啞	12.034	NULL	NULL	荔鏡記--嘉靖
1077	NULL	小弟你卜返去伏事爹媽	小弟/你/卜/返/去/伏/事/爹/媽	12.035	NULL	NULL	荔鏡記--嘉靖
1078	NULL	准是我親去一般	准/是/我/親/去/一般	12.036	NULL	NULL	荔鏡記--嘉靖
1079	占	三叔再得桃幾時即去	三/叔/再/得/桃/幾/時/即/去	12.037	NULL	NULL	荔鏡記--嘉靖
1080	外	夫人你不曉得	夫人/你/不/曉/得	12.038	NULL	NULL	荔鏡記--嘉靖
1081	NULL	我今口食朝廷俸祿	我/今/口/食/朝廷/俸/祿	12.039	NULL	NULL	荔鏡記--嘉靖
1082	NULL	身聽朝廷差使	身/聽/朝廷/差使	12.04	NULL	NULL	荔鏡記--嘉靖
1083	NULL	古人說	古/人/說	12.041	NULL	NULL	荔鏡記--嘉靖
1084	NULL	盡忠不去盡孝	盡忠/不/去/盡/孝	12.042	NULL	NULL	荔鏡記--嘉靖
1085	NULL	RR不去盡忠	RR/不/去/盡忠	12.043	NULL	NULL	荔鏡記--嘉靖
1086	NULL	見三叔有一點孝心	見/三/叔/有/一/點/孝心	12.044	NULL	NULL	荔鏡記--嘉靖
1087	NULL	卜返去奉事爹媽	卜/返/去/奉/事/爹/媽	12.045	NULL	NULL	荔鏡記--嘉靖
1088	NULL	我再不敢留伊	我/再/不/敢/留/伊	12.046	NULL	NULL	荔鏡記--嘉靖
1089	外	來，伯卿	來/，/伯/卿	12.047	NULL	生介外白	荔鏡記--嘉靖
1090	NULL	你卜去	你/卜/去	12.048	NULL	NULL	荔鏡記--嘉靖
1091	NULL	我也無物通共你送路	我/也/無/物/通共/你/送/路	12.049	NULL	NULL	荔鏡記--嘉靖
1092	NULL	我另有白金十兩	我/另/有/白金/十/兩	12.05	NULL	NULL	荔鏡記--嘉靖
1093	NULL	錦襖一領	錦/襖/一領	12.051	NULL	NULL	荔鏡記--嘉靖
1094	NULL	白馬一隻	白/馬/一/隻	12.052	NULL	NULL	荔鏡記--嘉靖
1095	NULL	送你返去	送/你/返/去	12.053	NULL	NULL	荔鏡記--嘉靖
1096	生	就拜辭哥嫂	就/拜/辭/哥/嫂	12.054	NULL	生拜介 推拍	荔鏡記--嘉靖
1097	NULL	因勢起理	因/勢/起理	12.055	NULL	NULL	荔鏡記--嘉靖
1098	NULL	未得知值日相見	未/得/知/值日/相見	12.056	NULL	NULL	荔鏡記--嘉靖
1099	NULL	爹媽年老	爹/媽/年老	12.057	NULL	NULL	荔鏡記--嘉靖
1100	NULL	後頭望你，冥昏早起	後頭/望/你/，/冥/昏/早起	12.058	NULL	NULL	荔鏡記--嘉靖
1101	占	你因乜拙時心頭無意	你/因/乜/拙/時/心頭/無/意	12.059	NULL	NULL	荔鏡記--嘉靖
1102	外	心悲	心/悲	12.06	NULL	NULL	荔鏡記--嘉靖
1103	NULL	卜返去鄉里，路頭長	卜/返/去/鄉里/，/路頭/長	12.061	NULL	NULL	荔鏡記--嘉靖
1104	NULL	須著細膩	須/著/細膩	12.062	NULL	NULL	荔鏡記--嘉靖
1105	外	我小弟	我/小弟	12.063	川撥掉	NULL	荔鏡記--嘉靖
1106	NULL	RR你聽我說起理	RR/你/聽/我/說/起理	12.064	NULL	NULL	荔鏡記--嘉靖
1107	NULL	爹媽老	爹/媽/老	12.065	NULL	NULL	荔鏡記--嘉靖
1108	NULL	RR，怙你相奉待	RR/，/怙/你/相/奉待	12.066	NULL	NULL	荔鏡記--嘉靖
1109	占	路上去RR，須著辨細膩	路/上去/RR/，/須/著/辨/細膩	12.067	NULL	NULL	荔鏡記--嘉靖
1110	生	就拜辭因勢便起里	就/拜/辭/因/勢/便/起/里	12.068	NULL	NULL	荔鏡記--嘉靖
1111	合	今旦分開去	今/旦/分開/去	12.069	NULL	NULL	荔鏡記--嘉靖
1112	NULL	兄弟乜心悲，目滓滴	兄弟/乜/心/悲/，/目/滓/滴	12.07	NULL	NULL	荔鏡記--嘉靖
1113	NULL	未得知值日再相見	未/得/知/值日/再/相見	12.071	NULL	NULL	荔鏡記--嘉靖
1114	淨	夫馬便了	夫/馬/便/了	12.072	NULL	NULL	荔鏡記--嘉靖
1115	NULL	請三爹因勢起身	請/三/爹/因/勢/起身	12.073	NULL	NULL	荔鏡記--嘉靖
1116	NULL	兄弟分開拆二邊	兄弟/分開/拆/二/邊	12.074	NULL	NULL	荔鏡記--嘉靖
1117	NULL	魚在深淵月在天	魚/在/深淵/月/在/天	12.075	NULL	NULL	荔鏡記--嘉靖
1118	NULL	爹媽後頭老年紀	爹/媽/後頭/老/年紀	12.076	NULL	NULL	荔鏡記--嘉靖
1119	NULL	思量起來心越悲	思量/起來/心/越/悲	12.077	NULL	NULL	荔鏡記--嘉靖
1120	NULL	李婆送聘	李/婆/送/聘	13	NULL	第十三出	荔鏡記--嘉靖
1121	淨	小七RR，做人骨直	小/七/RR/，/做人/骨/直	13.001	NULL	NULL	荔鏡記--嘉靖
1122	NULL	不愛上山討柴	不/愛/上山/討/柴	13.002	NULL	NULL	荔鏡記--嘉靖
1123	NULL	另愛走馬下直	另/愛/走馬/下/直	13.003	NULL	NULL	荔鏡記--嘉靖
1124	NULL	頭毛平坦去梳	頭毛/平坦/去/梳	13.004	NULL	NULL	荔鏡記--嘉靖
1125	NULL	鼻流不知去拭	鼻/流/不/知/去/拭	13.005	NULL	NULL	荔鏡記--嘉靖
1126	NULL	人又叫我無神	人/又/叫/我/無神	13.006	NULL	NULL	荔鏡記--嘉靖
1127	NULL	呾話人便著急	呾/話/人/便/著急	13.007	NULL	NULL	荔鏡記--嘉靖
1128	NULL	今旦好日好子	今/旦/好日/好/子	13.008	NULL	NULL	荔鏡記--嘉靖
1129	NULL	林厝卜來下定	林/厝/卜/來/下/定	13.009	NULL	NULL	荔鏡記--嘉靖
1130	NULL	阿公甲我掃廳	阿公/甲/我/掃/廳	13.01	NULL	NULL	荔鏡記--嘉靖
1131	NULL	媒姨因乜來障晏	媒/姨/因/乜/來/障/晏	13.011	NULL	NULL	荔鏡記--嘉靖
1132	NULL	不免行只門前去看	不免/行/只/門/前/去/看	13.012	NULL	NULL	荔鏡記--嘉靖
1133	NULL	前頭一陣人來	前/頭一/陣/人/來	13.013	NULL	NULL	荔鏡記--嘉靖
1134	NULL	親像送喪一般	親像/送/喪/一般	13.014	NULL	NULL	荔鏡記--嘉靖
1135	NULL	安排桌，掃併廳	安排/桌/，/掃/併/廳	13.015	風入松	小七掃廳 潮腔	荔鏡記--嘉靖
1136	NULL	停待阮啞公出來行	停/待/阮/啞/公/出來/行	13.016	NULL	NULL	荔鏡記--嘉靖
1137	淨介	歡喜阮啞娘收入聘定	歡喜/阮/啞/娘/收入/聘/定	13.017	NULL	NULL	荔鏡記--嘉靖
1138	NULL	對著林厝又是富家人仔	對著/林/厝/又/是/富家/人/仔	13.018	NULL	NULL	荔鏡記--嘉靖
1139	NULL	是乜整齊	是/乜/整齊	13.019	NULL	NULL	荔鏡記--嘉靖
1140	NULL	金釵成對	金/釵/成對	13.02	NULL	NULL	荔鏡記--嘉靖
1141	NULL	白銀成錠	白銀/成/錠	13.021	NULL	NULL	荔鏡記--嘉靖
1142	NULL	表裏盡成雙	表裏/盡/成雙	13.022	NULL	NULL	荔鏡記--嘉靖
1143	NULL	都是親戚來相慶	都/是/親戚/來/相/慶	13.023	NULL	NULL	荔鏡記--嘉靖
1144	NULL	都值處鼓鳴是搬戲	都/值/處/鼓/鳴/是/搬戲	13.024	NULL	NULL	荔鏡記--嘉靖
1145	NULL	也是做功德	也是/做功德	13.025	NULL	NULL	荔鏡記--嘉靖
1146	NULL	鑼鼓聲響	鑼鼓/聲響	13.026	NULL	NULL	荔鏡記--嘉靖
1147	NULL	都親像值處人吹乜非R年	都/親像/值/處/人/吹/乜/非/R/年	13.027	NULL	NULL	荔鏡記--嘉靖
1148	NULL	哨角又鳴	哨角/又/鳴	13.028	NULL	NULL	荔鏡記--嘉靖
1149	NULL	障好姻緣都是前世注定	障/好/姻緣/都/是/前世/注定	13.029	NULL	NULL	荔鏡記--嘉靖
1150	淨介	十種	十/種	13.03	NULL	NULL	荔鏡記--嘉靖
1151	NULL	許遠處一陣人來	許/遠處/一陣/人/來	13.031	NULL	NULL	荔鏡記--嘉靖
1152	NULL	親像人送喪年	親像/人/送/喪/年	13.032	NULL	NULL	荔鏡記--嘉靖
1153	NULL	清晨早起	清/晨/早起	13.033	駐雲飛	淨介占上 潮腔	荔鏡記--嘉靖
1154	NULL	大人分付安排桌共椅	大人/分/付/安排/桌/共/椅	13.034	NULL	NULL	荔鏡記--嘉靖
1155	NULL	今旦好日子	今/旦/好日/子	13.035	NULL	NULL	荔鏡記--嘉靖
1156	NULL	亦是好事志	亦是/好事/志	13.036	NULL	NULL	荔鏡記--嘉靖
1157	嗏	阮娘仔領人茶	阮/娘仔/領/人/茶	13.037	NULL	NULL	荔鏡記--嘉靖
1158	NULL	我心即歡喜	我/心/即/歡喜	13.038	NULL	NULL	荔鏡記--嘉靖
1159	淨	恨我一身在別人厝做奴婢	恨/我/一/身/在/別人/厝/做/奴/婢	13.039	NULL	NULL	荔鏡記--嘉靖
1160	占	苦桃共澀李終有好食時	苦桃/共/澀/李/終/有好/食/時	13.04	NULL	NULL	荔鏡記--嘉靖
1161	淨	益春你是病仔	益/春/你/是/病/仔	13.041	NULL	NULL	荔鏡記--嘉靖
1162	NULL	卜食苦桃共澀李	卜/食苦/桃/共/澀/李	13.042	NULL	NULL	荔鏡記--嘉靖
1163	占	青冥頭	青/冥/頭	13.043	NULL	NULL	荔鏡記--嘉靖
1164	NULL	人許處譬論	人/許/處/譬論	13.044	NULL	NULL	荔鏡記--嘉靖
1165	NULL	你共我乞人飼	你/共/我/乞/人/飼	13.045	NULL	NULL	荔鏡記--嘉靖
1166	NULL	亦親像許苦桃澀李一般	亦/親像/許/苦桃/澀/李/一般	13.046	NULL	NULL	荔鏡記--嘉靖
1167	NULL	看值日會甜	看/值日/會/甜	13.047	NULL	NULL	荔鏡記--嘉靖
1168	淨	是只樣。雜種烏龜	是/只/樣/。/雜種/烏龜	13.048	NULL	NULL	荔鏡記--嘉靖
1169	NULL	阮父許時乞里長騙	阮/父/許/時/乞/里長/騙	13.049	NULL	NULL	荔鏡記--嘉靖
1170	NULL	甲我來賣乞人飼	甲/我/來/賣/乞/人/飼	13.05	NULL	NULL	荔鏡記--嘉靖
